Gene	Module	kME
ENSMUSG00000114605	UNCLASSIFIED	NA
ENSMUSG00000114607	UNCLASSIFIED	NA
ENSMUSG00000114608	P2_I12_M1	0.89
ENSMUSG00000114610	UNCLASSIFIED	NA
ENSMUSG00000114611	P1_I9_M6	0.89
ENSMUSG00000114612	UNCLASSIFIED	NA
ENSMUSG00000114615	UNCLASSIFIED	NA
ENSMUSG00000114621	UNCLASSIFIED	NA
ENSMUSG00000114627	UNCLASSIFIED	NA
ENSMUSG00000114633	UNCLASSIFIED	NA
ENSMUSG00000114635	P3_I9_M3	0.92
ENSMUSG00000114638	UNCLASSIFIED	NA
ENSMUSG00000114639	UNCLASSIFIED	NA
ENSMUSG00000114644	UNCLASSIFIED	NA
ENSMUSG00000114652	UNCLASSIFIED	NA
ENSMUSG00000114654	UNCLASSIFIED	NA
ENSMUSG00000114656	UNCLASSIFIED	NA
ENSMUSG00000114662	P3_I9_M6	0.84
ENSMUSG00000114664	UNCLASSIFIED	NA
ENSMUSG00000114665	P2_I12_M20	0.83
ENSMUSG00000114677	UNCLASSIFIED	NA
ENSMUSG00000114681	UNCLASSIFIED	NA
ENSMUSG00000114687	P1_I9_M6	0.86
ENSMUSG00000114688	UNCLASSIFIED	NA
ENSMUSG00000114689	UNCLASSIFIED	NA
ENSMUSG00000114690	UNCLASSIFIED	NA
ENSMUSG00000114694	UNCLASSIFIED	NA
ENSMUSG00000114701	UNCLASSIFIED	NA
ENSMUSG00000114702	P4_I9_M6	0.9
ENSMUSG00000114705	UNCLASSIFIED	NA
ENSMUSG00000114707	UNCLASSIFIED	NA
ENSMUSG00000114708	P1_I9_M2	0.9
ENSMUSG00000114709	P4_I9_M24	0.8
ENSMUSG00000114715	UNCLASSIFIED	NA
ENSMUSG00000114718	UNCLASSIFIED	NA
ENSMUSG00000114719	UNCLASSIFIED	NA
ENSMUSG00000114721	UNCLASSIFIED	NA
ENSMUSG00000114723	UNCLASSIFIED	NA
ENSMUSG00000114726	UNCLASSIFIED	NA
ENSMUSG00000114733	P2_I12_M20	0.93
ENSMUSG00000114737	P5_I8_M11	0.93
ENSMUSG00000114738	UNCLASSIFIED	NA
ENSMUSG00000114751	UNCLASSIFIED	NA
ENSMUSG00000114752	P1_I9_M4	0.84
ENSMUSG00000114753	P1_I9_M3	0.87
ENSMUSG00000114755	UNCLASSIFIED	NA
ENSMUSG00000114759	UNCLASSIFIED	NA
ENSMUSG00000114761	UNCLASSIFIED	NA
ENSMUSG00000114763	P2_I12_M13	0.89
ENSMUSG00000114766	UNCLASSIFIED	NA
ENSMUSG00000114768	UNCLASSIFIED	NA
ENSMUSG00000114771	P2_I12_M6	0.84
ENSMUSG00000114784	UNCLASSIFIED	NA
ENSMUSG00000114785	UNCLASSIFIED	NA
ENSMUSG00000114788	UNCLASSIFIED	NA
ENSMUSG00000114791	UNCLASSIFIED	NA
ENSMUSG00000114796	P3_I9_M9	0.89
ENSMUSG00000114797	P3_I9_M6	0.92
ENSMUSG00000114800	UNCLASSIFIED	NA
ENSMUSG00000114804	UNCLASSIFIED	NA
ENSMUSG00000114805	UNCLASSIFIED	NA
ENSMUSG00000114812	UNCLASSIFIED	NA
ENSMUSG00000114818	P2_I12_M12	0.94
ENSMUSG00000114822	UNCLASSIFIED	NA
ENSMUSG00000114827	UNCLASSIFIED	NA
ENSMUSG00000114828	P1_I9_M2	0.97
ENSMUSG00000114830	UNCLASSIFIED	NA
ENSMUSG00000114833	UNCLASSIFIED	NA
ENSMUSG00000114835	UNCLASSIFIED	NA
ENSMUSG00000114836	UNCLASSIFIED	NA
ENSMUSG00000114842	UNCLASSIFIED	NA
ENSMUSG00000114853	UNCLASSIFIED	NA
ENSMUSG00000114858	P1_I9_M3	0.88
ENSMUSG00000114859	UNCLASSIFIED	NA
ENSMUSG00000114860	P3_I9_M1	0.88
ENSMUSG00000114862	UNCLASSIFIED	NA
ENSMUSG00000114863	UNCLASSIFIED	NA
ENSMUSG00000114865	UNCLASSIFIED	NA
ENSMUSG00000114870	UNCLASSIFIED	NA
ENSMUSG00000114871	P4_I9_M7	0.9
ENSMUSG00000114878	UNCLASSIFIED	NA
ENSMUSG00000114880	P6_I6_M8	0.9
ENSMUSG00000114882	UNCLASSIFIED	NA
ENSMUSG00000114883	P3_I9_M12	0.87
ENSMUSG00000114884	UNCLASSIFIED	NA
ENSMUSG00000114886	UNCLASSIFIED	NA
ENSMUSG00000114887	UNCLASSIFIED	NA
ENSMUSG00000114888	UNCLASSIFIED	NA
ENSMUSG00000114893	UNCLASSIFIED	NA
ENSMUSG00000114902	UNCLASSIFIED	NA
ENSMUSG00000114907	UNCLASSIFIED	NA
ENSMUSG00000114916	UNCLASSIFIED	NA
ENSMUSG00000114917	UNCLASSIFIED	NA
ENSMUSG00000114922	UNCLASSIFIED	NA
ENSMUSG00000114923	P4_I9_M13	0.91
ENSMUSG00000114926	UNCLASSIFIED	NA
ENSMUSG00000114929	P6_I6_M5	0.88
ENSMUSG00000114934	P2_I12_M1	0.9
ENSMUSG00000114935	UNCLASSIFIED	NA
ENSMUSG00000114937	P1_I9_M1	0.85
ENSMUSG00000114940	UNCLASSIFIED	NA
ENSMUSG00000114942	P3_I9_M6	0.93
ENSMUSG00000114943	P1_I9_M3	0.86
ENSMUSG00000114945	UNCLASSIFIED	NA
ENSMUSG00000114953	UNCLASSIFIED	NA
ENSMUSG00000114962	UNCLASSIFIED	NA
ENSMUSG00000114968	P1_I9_M4	0.94
ENSMUSG00000114977	UNCLASSIFIED	NA
ENSMUSG00000114980	UNCLASSIFIED	NA
ENSMUSG00000114981	UNCLASSIFIED	NA
ENSMUSG00000114985	UNCLASSIFIED	NA
ENSMUSG00000114988	UNCLASSIFIED	NA
ENSMUSG00000114989	UNCLASSIFIED	NA
ENSMUSG00000114993	UNCLASSIFIED	NA
ENSMUSG00000114994	P1_I9_M3	0.95
ENSMUSG00000114995	UNCLASSIFIED	NA
ENSMUSG00000114999	UNCLASSIFIED	NA
ENSMUSG00000115003	P3_I9_M2	0.84
ENSMUSG00000115005	UNCLASSIFIED	NA
ENSMUSG00000115007	UNCLASSIFIED	NA
ENSMUSG00000115009	P4_I9_M12	0.84
ENSMUSG00000115015	UNCLASSIFIED	NA
ENSMUSG00000115017	UNCLASSIFIED	NA
ENSMUSG00000115018	P2_I12_M5	0.9
ENSMUSG00000115022	P1_I9_M2	0.92
ENSMUSG00000115025	P3_I9_M22	0.83
ENSMUSG00000115026	UNCLASSIFIED	NA
ENSMUSG00000115037	UNCLASSIFIED	NA
ENSMUSG00000115044	UNCLASSIFIED	NA
ENSMUSG00000115045	UNCLASSIFIED	NA
ENSMUSG00000115049	P1_I9_M1	0.92
ENSMUSG00000115057	UNCLASSIFIED	NA
ENSMUSG00000115060	UNCLASSIFIED	NA
ENSMUSG00000115062	UNCLASSIFIED	NA
ENSMUSG00000115064	UNCLASSIFIED	NA
ENSMUSG00000115067	P2_I12_M1	0.96
ENSMUSG00000115070	UNCLASSIFIED	NA
ENSMUSG00000115074	P2_I12_M5	0.94
ENSMUSG00000115087	UNCLASSIFIED	NA
ENSMUSG00000115090	UNCLASSIFIED	NA
ENSMUSG00000115092	P2_I12_M15	0.93
ENSMUSG00000115096	UNCLASSIFIED	NA
ENSMUSG00000115097	UNCLASSIFIED	NA
ENSMUSG00000115098	UNCLASSIFIED	NA
ENSMUSG00000115099	P3_I9_M3	0.86
ENSMUSG00000115100	UNCLASSIFIED	NA
ENSMUSG00000115102	UNCLASSIFIED	NA
ENSMUSG00000115106	UNCLASSIFIED	NA
ENSMUSG00000115109	UNCLASSIFIED	NA
ENSMUSG00000115111	P3_I9_M5	0.92
ENSMUSG00000115115	UNCLASSIFIED	NA
ENSMUSG00000115116	UNCLASSIFIED	NA
ENSMUSG00000115118	UNCLASSIFIED	NA
ENSMUSG00000115120	UNCLASSIFIED	NA
ENSMUSG00000115124	UNCLASSIFIED	NA
ENSMUSG00000115127	UNCLASSIFIED	NA
ENSMUSG00000115138	UNCLASSIFIED	NA
ENSMUSG00000115141	UNCLASSIFIED	NA
ENSMUSG00000115143	UNCLASSIFIED	NA
ENSMUSG00000115145	UNCLASSIFIED	NA
ENSMUSG00000115148	UNCLASSIFIED	NA
ENSMUSG00000115149	P2_I12_M18	0.88
ENSMUSG00000115153	UNCLASSIFIED	NA
ENSMUSG00000115154	UNCLASSIFIED	NA
ENSMUSG00000115156	UNCLASSIFIED	NA
ENSMUSG00000115157	UNCLASSIFIED	NA
ENSMUSG00000115160	UNCLASSIFIED	NA
ENSMUSG00000115183	UNCLASSIFIED	NA
ENSMUSG00000115186	UNCLASSIFIED	NA
ENSMUSG00000115188	UNCLASSIFIED	NA
ENSMUSG00000115193	UNCLASSIFIED	NA
ENSMUSG00000115194	UNCLASSIFIED	NA
ENSMUSG00000115195	UNCLASSIFIED	NA
ENSMUSG00000115196	UNCLASSIFIED	NA
ENSMUSG00000115200	P1_I9_M2	0.83
ENSMUSG00000115205	UNCLASSIFIED	NA
ENSMUSG00000115206	UNCLASSIFIED	NA
ENSMUSG00000115219	P6_I6_M11	0.81
ENSMUSG00000115220	P7_I7_M2	0.83
ENSMUSG00000115222	P3_I9_M1	0.87
ENSMUSG00000115223	UNCLASSIFIED	NA
ENSMUSG00000115230	P2_I12_M1	0.89
ENSMUSG00000115231	UNCLASSIFIED	NA
ENSMUSG00000115232	P1_I9_M1	0.93
ENSMUSG00000115240	P1_I9_M1	0.94
ENSMUSG00000115243	P3_I9_M5	0.89
ENSMUSG00000115247	UNCLASSIFIED	NA
ENSMUSG00000115248	UNCLASSIFIED	NA
ENSMUSG00000115249	UNCLASSIFIED	NA
ENSMUSG00000115263	UNCLASSIFIED	NA
ENSMUSG00000115276	UNCLASSIFIED	NA
ENSMUSG00000115278	UNCLASSIFIED	NA
ENSMUSG00000115280	UNCLASSIFIED	NA
ENSMUSG00000115283	UNCLASSIFIED	NA
ENSMUSG00000115284	P9_I6_M1	0.85
ENSMUSG00000115289	UNCLASSIFIED	NA
ENSMUSG00000115293	P10_I3_M1	0.8
ENSMUSG00000115299	UNCLASSIFIED	NA
ENSMUSG00000115300	P2_I12_M16	0.83
ENSMUSG00000115302	P2_I12_M3	0.87
ENSMUSG00000115307	UNCLASSIFIED	NA
ENSMUSG00000115312	UNCLASSIFIED	NA
ENSMUSG00000115317	P2_I12_M1	0.9
ENSMUSG00000115324	UNCLASSIFIED	NA
ENSMUSG00000115332	P3_I9_M8	0.92
ENSMUSG00000115333	P2_I12_M20	0.9
ENSMUSG00000115338	UNCLASSIFIED	NA
ENSMUSG00000115344	UNCLASSIFIED	NA
ENSMUSG00000115347	UNCLASSIFIED	NA
ENSMUSG00000115351	UNCLASSIFIED	NA
ENSMUSG00000115353	P3_I9_M22	0.85
ENSMUSG00000115354	P2_I12_M15	0.86
ENSMUSG00000115357	UNCLASSIFIED	NA
ENSMUSG00000115358	UNCLASSIFIED	NA
ENSMUSG00000115370	UNCLASSIFIED	NA
ENSMUSG00000115379	UNCLASSIFIED	NA
ENSMUSG00000115381	UNCLASSIFIED	NA
ENSMUSG00000115383	UNCLASSIFIED	NA
ENSMUSG00000115384	UNCLASSIFIED	NA
ENSMUSG00000115387	UNCLASSIFIED	NA
ENSMUSG00000115389	P1_I9_M3	0.93
ENSMUSG00000115391	UNCLASSIFIED	NA
ENSMUSG00000115405	P2_I12_M1	0.85
ENSMUSG00000115410	P6_I6_M8	0.8
ENSMUSG00000115414	UNCLASSIFIED	NA
ENSMUSG00000115417	UNCLASSIFIED	NA
ENSMUSG00000115420	UNCLASSIFIED	NA
ENSMUSG00000115423	P4_I9_M16	0.86
ENSMUSG00000115425	UNCLASSIFIED	NA
ENSMUSG00000115426	UNCLASSIFIED	NA
ENSMUSG00000115431	UNCLASSIFIED	NA
ENSMUSG00000115437	UNCLASSIFIED	NA
ENSMUSG00000115439	UNCLASSIFIED	NA
ENSMUSG00000115441	P3_I9_M11	0.87
ENSMUSG00000115448	UNCLASSIFIED	NA
ENSMUSG00000115451	UNCLASSIFIED	NA
ENSMUSG00000115454	UNCLASSIFIED	NA
ENSMUSG00000115456	UNCLASSIFIED	NA
ENSMUSG00000115457	UNCLASSIFIED	NA
ENSMUSG00000115458	P1_I9_M6	0.9
ENSMUSG00000115460	UNCLASSIFIED	NA
ENSMUSG00000115463	P1_I9_M8	0.93
ENSMUSG00000115468	UNCLASSIFIED	NA
ENSMUSG00000115469	P1_I9_M1	0.95
ENSMUSG00000115480	UNCLASSIFIED	NA
ENSMUSG00000115484	UNCLASSIFIED	NA
ENSMUSG00000115497	UNCLASSIFIED	NA
ENSMUSG00000115503	UNCLASSIFIED	NA
ENSMUSG00000115504	UNCLASSIFIED	NA
ENSMUSG00000115505	UNCLASSIFIED	NA
ENSMUSG00000115508	UNCLASSIFIED	NA
ENSMUSG00000115509	P2_I12_M14	0.84
ENSMUSG00000115512	UNCLASSIFIED	NA
ENSMUSG00000115516	P3_I9_M5	0.97
ENSMUSG00000115518	UNCLASSIFIED	NA
ENSMUSG00000115522	UNCLASSIFIED	NA
ENSMUSG00000115526	UNCLASSIFIED	NA
ENSMUSG00000115537	UNCLASSIFIED	NA
ENSMUSG00000115539	UNCLASSIFIED	NA
ENSMUSG00000115545	UNCLASSIFIED	NA
ENSMUSG00000115546	P4_I9_M14	0.89
ENSMUSG00000115547	P1_I9_M3	0.85
ENSMUSG00000115553	UNCLASSIFIED	NA
ENSMUSG00000115573	P3_I9_M5	0.87
ENSMUSG00000115575	UNCLASSIFIED	NA
ENSMUSG00000115576	P1_I9_M3	0.88
ENSMUSG00000115584	UNCLASSIFIED	NA
ENSMUSG00000115591	UNCLASSIFIED	NA
ENSMUSG00000115592	UNCLASSIFIED	NA
ENSMUSG00000115593	UNCLASSIFIED	NA
ENSMUSG00000115596	UNCLASSIFIED	NA
ENSMUSG00000115600	P3_I9_M12	0.86
ENSMUSG00000115602	UNCLASSIFIED	NA
ENSMUSG00000115610	P3_I9_M23	0.96
ENSMUSG00000115615	UNCLASSIFIED	NA
ENSMUSG00000115620	UNCLASSIFIED	NA
ENSMUSG00000115624	P2_I12_M2	0.84
ENSMUSG00000115628	UNCLASSIFIED	NA
ENSMUSG00000115630	UNCLASSIFIED	NA
ENSMUSG00000115635	UNCLASSIFIED	NA
ENSMUSG00000115637	UNCLASSIFIED	NA
ENSMUSG00000115643	UNCLASSIFIED	NA
ENSMUSG00000115645	UNCLASSIFIED	NA
ENSMUSG00000115647	UNCLASSIFIED	NA
ENSMUSG00000115649	UNCLASSIFIED	NA
ENSMUSG00000115662	UNCLASSIFIED	NA
ENSMUSG00000115667	UNCLASSIFIED	NA
ENSMUSG00000115678	UNCLASSIFIED	NA
ENSMUSG00000115680	UNCLASSIFIED	NA
ENSMUSG00000115681	P6_I6_M7	0.92
ENSMUSG00000115684	UNCLASSIFIED	NA
ENSMUSG00000115685	P3_I9_M11	0.95
ENSMUSG00000115688	UNCLASSIFIED	NA
ENSMUSG00000115691	UNCLASSIFIED	NA
ENSMUSG00000115692	P2_I12_M5	0.83
ENSMUSG00000115693	UNCLASSIFIED	NA
ENSMUSG00000115698	UNCLASSIFIED	NA
ENSMUSG00000115700	UNCLASSIFIED	NA
ENSMUSG00000115702	UNCLASSIFIED	NA
ENSMUSG00000115709	UNCLASSIFIED	NA
ENSMUSG00000115710	UNCLASSIFIED	NA
ENSMUSG00000115718	P6_I6_M3	0.89
ENSMUSG00000115723	UNCLASSIFIED	NA
ENSMUSG00000115724	P1_I9_M5	0.8
ENSMUSG00000115727	UNCLASSIFIED	NA
ENSMUSG00000115728	UNCLASSIFIED	NA
ENSMUSG00000115738	UNCLASSIFIED	NA
ENSMUSG00000115750	UNCLASSIFIED	NA
ENSMUSG00000115751	UNCLASSIFIED	NA
ENSMUSG00000115752	UNCLASSIFIED	NA
ENSMUSG00000115754	UNCLASSIFIED	NA
ENSMUSG00000115756	UNCLASSIFIED	NA
ENSMUSG00000115759	UNCLASSIFIED	NA
ENSMUSG00000115762	P5_I8_M3	0.89
ENSMUSG00000115767	P3_I9_M1	0.86
ENSMUSG00000115768	UNCLASSIFIED	NA
ENSMUSG00000115771	UNCLASSIFIED	NA
ENSMUSG00000115772	P1_I9_M3	0.94
ENSMUSG00000115779	UNCLASSIFIED	NA
ENSMUSG00000115783	P5_I8_M14	0.84
ENSMUSG00000115785	UNCLASSIFIED	NA
ENSMUSG00000115787	UNCLASSIFIED	NA
ENSMUSG00000115789	UNCLASSIFIED	NA
ENSMUSG00000115790	UNCLASSIFIED	NA
ENSMUSG00000115793	UNCLASSIFIED	NA
ENSMUSG00000115794	UNCLASSIFIED	NA
ENSMUSG00000115796	UNCLASSIFIED	NA
ENSMUSG00000115798	UNCLASSIFIED	NA
ENSMUSG00000115801	UNCLASSIFIED	NA
ENSMUSG00000115802	UNCLASSIFIED	NA
ENSMUSG00000115808	UNCLASSIFIED	NA
ENSMUSG00000115810	P10_I3_M4	0.84
ENSMUSG00000115811	UNCLASSIFIED	NA
ENSMUSG00000115813	UNCLASSIFIED	NA
ENSMUSG00000115817	UNCLASSIFIED	NA
ENSMUSG00000115819	P1_I9_M7	0.92
ENSMUSG00000115823	UNCLASSIFIED	NA
ENSMUSG00000115829	UNCLASSIFIED	NA
ENSMUSG00000115831	UNCLASSIFIED	NA
ENSMUSG00000115833	UNCLASSIFIED	NA
ENSMUSG00000115834	UNCLASSIFIED	NA
ENSMUSG00000115837	UNCLASSIFIED	NA
ENSMUSG00000115842	UNCLASSIFIED	NA
ENSMUSG00000115843	UNCLASSIFIED	NA
ENSMUSG00000115846	UNCLASSIFIED	NA
ENSMUSG00000115852	P1_I9_M2	0.93
ENSMUSG00000115855	UNCLASSIFIED	NA
ENSMUSG00000115856	UNCLASSIFIED	NA
ENSMUSG00000115867	P1_I9_M2	0.99
ENSMUSG00000115868	UNCLASSIFIED	NA
ENSMUSG00000115869	P3_I9_M5	0.87
ENSMUSG00000115882	UNCLASSIFIED	NA
ENSMUSG00000115896	UNCLASSIFIED	NA
ENSMUSG00000115898	UNCLASSIFIED	NA
ENSMUSG00000115902	P1_I9_M5	0.85
ENSMUSG00000115908	P3_I9_M22	0.89
ENSMUSG00000115911	UNCLASSIFIED	NA
ENSMUSG00000115919	P1_I9_M2	0.91
ENSMUSG00000115920	UNCLASSIFIED	NA
ENSMUSG00000115923	P6_I6_M8	0.83
ENSMUSG00000115925	P11_I1_M5	0.82
ENSMUSG00000115936	UNCLASSIFIED	NA
ENSMUSG00000115938	UNCLASSIFIED	NA
ENSMUSG00000115944	UNCLASSIFIED	NA
ENSMUSG00000115946	UNCLASSIFIED	NA
ENSMUSG00000115958	P3_I9_M22	0.91
ENSMUSG00000115959	UNCLASSIFIED	NA
ENSMUSG00000115961	UNCLASSIFIED	NA
ENSMUSG00000115962	P10_I3_M5	0.82
ENSMUSG00000115970	UNCLASSIFIED	NA
ENSMUSG00000115976	UNCLASSIFIED	NA
ENSMUSG00000115979	P2_I12_M12	0.92
ENSMUSG00000115980	P2_I12_M16	0.82
ENSMUSG00000115987	P3_I9_M12	0.86
ENSMUSG00000115992	UNCLASSIFIED	NA
ENSMUSG00000116000	UNCLASSIFIED	NA
ENSMUSG00000116004	UNCLASSIFIED	NA
ENSMUSG00000116009	UNCLASSIFIED	NA
ENSMUSG00000116010	P2_I12_M10	0.94
ENSMUSG00000116016	P6_I6_M8	0.9
ENSMUSG00000116021	UNCLASSIFIED	NA
ENSMUSG00000116024	P4_I9_M6	0.85
ENSMUSG00000116030	UNCLASSIFIED	NA
ENSMUSG00000116033	UNCLASSIFIED	NA
ENSMUSG00000116038	UNCLASSIFIED	NA
ENSMUSG00000116041	UNCLASSIFIED	NA
ENSMUSG00000116048	P1_I9_M1	0.96
ENSMUSG00000116056	P1_I9_M4	0.91
ENSMUSG00000116058	UNCLASSIFIED	NA
ENSMUSG00000116066	P1_I9_M4	0.89
ENSMUSG00000116069	P3_I9_M1	0.94
ENSMUSG00000116075	UNCLASSIFIED	NA
ENSMUSG00000116079	UNCLASSIFIED	NA
ENSMUSG00000116083	UNCLASSIFIED	NA
ENSMUSG00000116089	P2_I12_M6	0.8
ENSMUSG00000116090	UNCLASSIFIED	NA
ENSMUSG00000116095	UNCLASSIFIED	NA
ENSMUSG00000116097	UNCLASSIFIED	NA
ENSMUSG00000116114	UNCLASSIFIED	NA
ENSMUSG00000116116	UNCLASSIFIED	NA
ENSMUSG00000116121	P2_I12_M6	0.84
ENSMUSG00000116125	UNCLASSIFIED	NA
ENSMUSG00000116130	P1_I9_M2	0.96
ENSMUSG00000116138	P5_I8_M13	0.87
ENSMUSG00000116141	P3_I9_M19	0.87
ENSMUSG00000116145	UNCLASSIFIED	NA
ENSMUSG00000116158	P1_I9_M2	0.81
ENSMUSG00000116160	P2_I12_M12	0.84
ENSMUSG00000116162	UNCLASSIFIED	NA
ENSMUSG00000116164	UNCLASSIFIED	NA
ENSMUSG00000116165	P2_I12_M4	0.87
ENSMUSG00000116173	UNCLASSIFIED	NA
ENSMUSG00000116174	UNCLASSIFIED	NA
ENSMUSG00000116180	P7_I7_M5	0.86
ENSMUSG00000116183	UNCLASSIFIED	NA
ENSMUSG00000116184	UNCLASSIFIED	NA
ENSMUSG00000116190	UNCLASSIFIED	NA
ENSMUSG00000116207	UNCLASSIFIED	NA
ENSMUSG00000116215	UNCLASSIFIED	NA
ENSMUSG00000116217	UNCLASSIFIED	NA
ENSMUSG00000116219	UNCLASSIFIED	NA
ENSMUSG00000116220	UNCLASSIFIED	NA
ENSMUSG00000116223	P3_I9_M2	0.87
ENSMUSG00000116226	P4_I9_M9	0.85
ENSMUSG00000116227	P4_I9_M17	0.85
ENSMUSG00000116237	UNCLASSIFIED	NA
ENSMUSG00000116238	UNCLASSIFIED	NA
ENSMUSG00000116239	UNCLASSIFIED	NA
ENSMUSG00000116241	UNCLASSIFIED	NA
ENSMUSG00000116249	P5_I8_M15	0.93
ENSMUSG00000116250	UNCLASSIFIED	NA
ENSMUSG00000116255	UNCLASSIFIED	NA
ENSMUSG00000116262	P2_I12_M16	0.83
ENSMUSG00000116265	UNCLASSIFIED	NA
ENSMUSG00000116272	P1_I9_M4	0.91
ENSMUSG00000116274	UNCLASSIFIED	NA
ENSMUSG00000116275	P5_I8_M17	0.9
ENSMUSG00000116284	P2_I12_M12	0.89
ENSMUSG00000116287	UNCLASSIFIED	NA
ENSMUSG00000116288	UNCLASSIFIED	NA
ENSMUSG00000116290	UNCLASSIFIED	NA
ENSMUSG00000116295	UNCLASSIFIED	NA
ENSMUSG00000116305	UNCLASSIFIED	NA
ENSMUSG00000116307	UNCLASSIFIED	NA
ENSMUSG00000116308	UNCLASSIFIED	NA
ENSMUSG00000116338	P2_I12_M15	0.83
ENSMUSG00000116341	P1_I9_M2	0.93
ENSMUSG00000116347	P2_I12_M4	0.91
ENSMUSG00000116348	UNCLASSIFIED	NA
ENSMUSG00000116354	P1_I9_M2	0.96
ENSMUSG00000116358	P3_I9_M7	0.89
ENSMUSG00000116366	UNCLASSIFIED	NA
ENSMUSG00000116376	UNCLASSIFIED	NA
ENSMUSG00000116378	P1_I9_M2	0.94
ENSMUSG00000116380	UNCLASSIFIED	NA
ENSMUSG00000116395	UNCLASSIFIED	NA
ENSMUSG00000116396	UNCLASSIFIED	NA
ENSMUSG00000116402	UNCLASSIFIED	NA
ENSMUSG00000116413	UNCLASSIFIED	NA
ENSMUSG00000116414	UNCLASSIFIED	NA
ENSMUSG00000116416	UNCLASSIFIED	NA
ENSMUSG00000116429	P3_I9_M10	0.83
ENSMUSG00000116433	UNCLASSIFIED	NA
ENSMUSG00000116435	UNCLASSIFIED	NA
ENSMUSG00000116439	UNCLASSIFIED	NA
ENSMUSG00000116442	UNCLASSIFIED	NA
ENSMUSG00000116461	P1_I9_M7	0.92
ENSMUSG00000116472	P3_I9_M19	0.89
ENSMUSG00000116475	UNCLASSIFIED	NA
ENSMUSG00000116478	UNCLASSIFIED	NA
ENSMUSG00000116480	UNCLASSIFIED	NA
ENSMUSG00000116491	UNCLASSIFIED	NA
ENSMUSG00000116494	UNCLASSIFIED	NA
ENSMUSG00000116498	P2_I12_M5	0.86
ENSMUSG00000116499	UNCLASSIFIED	NA
ENSMUSG00000116504	UNCLASSIFIED	NA
ENSMUSG00000116505	P4_I9_M5	0.89
ENSMUSG00000116506	UNCLASSIFIED	NA
ENSMUSG00000116508	UNCLASSIFIED	NA
ENSMUSG00000116518	UNCLASSIFIED	NA
ENSMUSG00000116530	P1_I9_M4	0.82
ENSMUSG00000116534	UNCLASSIFIED	NA
ENSMUSG00000116536	UNCLASSIFIED	NA
ENSMUSG00000116540	UNCLASSIFIED	NA
ENSMUSG00000116543	UNCLASSIFIED	NA
ENSMUSG00000116544	UNCLASSIFIED	NA
ENSMUSG00000116545	UNCLASSIFIED	NA
ENSMUSG00000116549	UNCLASSIFIED	NA
ENSMUSG00000116550	UNCLASSIFIED	NA
ENSMUSG00000116551	UNCLASSIFIED	NA
ENSMUSG00000116556	UNCLASSIFIED	NA
ENSMUSG00000116557	UNCLASSIFIED	NA
ENSMUSG00000116560	P2_I12_M8	0.85
ENSMUSG00000116561	UNCLASSIFIED	NA
ENSMUSG00000116562	UNCLASSIFIED	NA
ENSMUSG00000116563	P4_I9_M11	0.85
ENSMUSG00000116564	UNCLASSIFIED	NA
ENSMUSG00000116570	UNCLASSIFIED	NA
ENSMUSG00000116571	UNCLASSIFIED	NA
ENSMUSG00000116579	UNCLASSIFIED	NA
ENSMUSG00000116581	UNCLASSIFIED	NA
ENSMUSG00000116582	UNCLASSIFIED	NA
ENSMUSG00000116589	UNCLASSIFIED	NA
ENSMUSG00000116590	UNCLASSIFIED	NA
ENSMUSG00000116594	P1_I9_M1	0.92
ENSMUSG00000116597	UNCLASSIFIED	NA
ENSMUSG00000116601	UNCLASSIFIED	NA
ENSMUSG00000116604	UNCLASSIFIED	NA
ENSMUSG00000116605	P4_I9_M25	0.84
ENSMUSG00000116606	UNCLASSIFIED	NA
ENSMUSG00000116607	UNCLASSIFIED	NA
ENSMUSG00000116609	UNCLASSIFIED	NA
ENSMUSG00000116614	UNCLASSIFIED	NA
ENSMUSG00000116617	P2_I12_M3	0.84
ENSMUSG00000116618	UNCLASSIFIED	NA
ENSMUSG00000116620	UNCLASSIFIED	NA
ENSMUSG00000116622	UNCLASSIFIED	NA
ENSMUSG00000116624	P6_I6_M1	0.84
ENSMUSG00000116627	P3_I9_M10	0.82
ENSMUSG00000116630	UNCLASSIFIED	NA
ENSMUSG00000116632	P1_I9_M1	0.85
ENSMUSG00000116633	UNCLASSIFIED	NA
ENSMUSG00000116635	P1_I9_M9	0.82
ENSMUSG00000116637	P3_I9_M5	0.96
ENSMUSG00000116639	P4_I9_M13	0.86
ENSMUSG00000116644	UNCLASSIFIED	NA
ENSMUSG00000116645	UNCLASSIFIED	NA
ENSMUSG00000116646	UNCLASSIFIED	NA
ENSMUSG00000116648	UNCLASSIFIED	NA
ENSMUSG00000116649	UNCLASSIFIED	NA
ENSMUSG00000116655	UNCLASSIFIED	NA
ENSMUSG00000116656	P1_I9_M9	0.92
ENSMUSG00000116659	UNCLASSIFIED	NA
ENSMUSG00000116660	UNCLASSIFIED	NA
ENSMUSG00000116665	P5_I8_M17	0.86
ENSMUSG00000116672	UNCLASSIFIED	NA
ENSMUSG00000116673	P3_I9_M6	0.84
ENSMUSG00000116679	UNCLASSIFIED	NA
ENSMUSG00000116684	UNCLASSIFIED	NA
ENSMUSG00000116694	UNCLASSIFIED	NA
ENSMUSG00000116696	UNCLASSIFIED	NA
ENSMUSG00000116697	UNCLASSIFIED	NA
ENSMUSG00000116703	UNCLASSIFIED	NA
